Date,App Referrer Impressions,App Store Browse Impressions,App Store Search Impressions,Unavailable Impressions,Web Referrer Impressions,App Referrer App Units,App Store Browse App Units,App Store Search App Units,Unavailable App Units,Web Referrer App Units
4/15/2017,4333,95458,24877,0,5290,827,363,4290,42,1915
4/16/2017,4490,89147,24555,0,4877,863,403,4093,25,1838
4/17/2017,5347,89628,27073,0,7217,1052,363,4783,43,2643
4/18/2017,4740,91558,29643,0,7478,1047,430,5440,38,2765
4/19/2017,5422,92908,30597,0,7802,1132,442,5573,43,2820
4/20/2017,4490,87415,28633,0,7803,892,367,5257,28,2872
4/21/2017,4445,87337,27923,0,7640,813,313,5130,42,2663
4/22/2017,5107,93902,29303,0,7768,1040,375,5335,45,2755
4/23/2017,5725,95815,33323,0,9475,1023,482,5917,23,3482
4/24/2017,6207,88877,29430,0,8170,972,368,5157,17,2962
4/25/2017,5148,87908,26027,0,6580,867,343,4277,30,2370
4/26/2017,3415,86388,21910,0,4022,785,335,3660,35,1525
4/27/2017,2883,86695,22587,0,3928,655,348,3745,23,1533
4/28/2017,2738,84438,21787,0,4138,607,343,3498,15,1590
4/29/2017,4078,89658,25352,0,4027,868,333,4290,32,1558
4/30/2017,4013,95252,28068,0,4525,878,430,4748,28,1922
5/1/2017,2050,89712,23940,0,4227,495,395,4177,20,1705
5/2/2017,2390,86408,22235,0,3900,347,342,3643,22,1500
5/3/2017,3098,86875,21632,0,3647,543,313,3580,28,1460
5/4/2017,3632,854033,22532,0,3933,675,520,3777,40,1497
5/5/2017,13043,2709798,49018,0,10877,2170,905,11903,40,3952
5/6/2017,5868,2974347,48852,0,5460,1088,1047,6965,30,2015
5/7/2017,5308,2908272,27420,0,4608,1087,1112,4502,27,1928
5/8/2017,4098,2467053,23088,0,3927,748,960,3913,33,1648
5/9/2017,4045,2466102,21692,0,3772,782,935,3547,20,1578
5/10/2017,3303,2434788,22308,0,3753,650,842,3883,203,1513
5/11/2017,3258,1639338,21437,0,3893,552,598,3630,855,1492
5/12/2017,3357,99502,22348,0,4115,817,315,3478,93,1577
5/13/2017,3762,92027,26642,0,4620,800,347,4045,63,1730
5/14/2017,4025,89042,27803,0,4760,822,362,4155,55,1803
5/15/2017,4507,84898,25087,0,4473,813,308,3735,52,1762
5/16/2017,4212,85790,24418,0,4150,988,305,3543,30,1552
5/17/2017,3873,85205,23732,0,3890,820,293,3418,35,1578
5/18/2017,3078,84212,24065,0,3812,717,258,3318,15,1448
5/19/2017,2325,85025,28332,0,3997,457,317,3335,33,1577
5/20/2017,2157,90108,25758,0,3580,478,390,3713,37,1423
5/21/2017,2717,92220,29072,0,4565,573,390,4367,43,1898
5/22/2017,3102,87015,25955,0,4148,638,408,3877,38,1687
5/23/2017,3825,86485,24958,0,3887,727,340,3697,32,1563
5/24/2017,4953,88117,25243,0,3808,1078,328,3700,42,1440
5/25/2017,4365,85703,26083,0,4330,907,355,3558,42,1607
5/26/2017,5335,86968,24915,0,4683,1020,323,3607,45,1762
5/27/2017,4508,87672,26727,0,4413,967,353,3848,30,1672
5/28/2017,5650,87807,42542,0,4340,1100,360,7840,40,1735
5/29/2017,5560,91840,36763,0,4533,663,397,6343,32,1945
5/30/2017,5472,90158,52475,0,3640,512,323,4705,23,1557
5/31/2017,3872,88900,45962,0,3473,365,335,3917,32,1487
6/1/2017,2870,87040,26368,0,3268,670,353,3803,42,1442
6/2/2017,4133,86265,27850,0,3240,1090,295,3728,27,1377
6/3/2017,3878,89742,27493,0,2910,1060,320,3888,32,1242
6/4/2017,4157,93307,30995,0,4370,1072,357,4155,48,1813
6/5/2017,3847,94297,29895,0,4262,958,407,4253,107,1735
6/6/2017,4698,97540,29268,0,4485,785,372,4135,385,1723
6/7/2017,5333,92472,30755,0,5633,675,375,4307,150,2195
6/8/2017,5518,87727,30845,0,4532,593,302,3842,78,1733
6/9/2017,4900,88050,26032,0,3997,630,315,3655,95,1550
6/10/2017,4345,91182,26835,0,3770,525,343,3862,97,1482
6/11/2017,5238,90760,30138,0,3827,722,335,3932,70,1595
6/12/2017,4375,89275,32120,0,4613,763,412,4275,98,2000
6/13/2017,5532,90762,29388,0,3980,972,395,4160,80,1713
6/14/2017,5258,89280,30957,0,3597,967,405,3977,75,1605
6/15/2017,5908,90127,33505,0,3973,908,398,5603,82,1747
6/16/2017,13275,92248,31143,0,4242,583,340,4662,68,1863
6/17/2017,12890,92638,32323,0,3883,485,357,4485,68,1643
6/18/2017,8908,92133,30658,0,3613,505,360,4155,55,1580
6/19/2017,14195,113347,41730,0,32233,1155,468,7950,65,15600
6/20/2017,11498,300993,43865,0,11510,675,798,6352,80,5272
6/21/2017,8813,93855,35825,0,5580,660,392,5362,58,2285
6/22/2017,8157,93712,36248,0,6365,735,447,5360,82,2742
6/23/2017,7698,93592,35040,0,4623,672,415,5028,77,2050
6/24/2017,4968,93475,30457,0,3393,692,387,4295,47,1538
6/25/2017,4578,92065,33270,0,3665,662,337,4268,57,1642
6/26/2017,5375,88518,33133,0,3595,702,352,4530,80,1657
6/27/2017,6370,90935,34257,0,3603,937,438,5060,72,1648
6/28/2017,5687,91472,33080,0,3930,875,388,4715,57,1658
6/29/2017,9045,91142,34047,0,3940,865,425,4672,98,1648
6/30/2017,9752,91433,32872,0,3537,965,408,4402,63,1460
7/1/2017,14050,93213,34845,0,3252,970,422,4043,73,1482
7/2/2017,6333,89725,31787,0,4485,662,380,4097,70,1870
7/3/2017,5492,87947,32970,0,3757,518,347,4077,75,1657
7/4/2017,5360,90560,30432,0,3335,515,363,3742,68,1328
7/5/2017,4402,86393,32695,0,3550,502,333,4022,78,1467
7/6/2017,4808,94787,38832,0,4167,518,360,4837,115,1790
7/7/2017,4907,97618,39177,0,5158,525,493,4890,58,2098
7/8/2017,4415,96152,36598,0,4302,525,402,4428,25,1808
7/9/2017,3633,93268,34865,0,4055,537,435,4317,27,1728
7/10/2017,5777,90707,36378,0,4152,1127,453,4748,53,1757
7/11/2017,5562,91617,36678,0,4107,1083,430,4657,45,1752
7/12/2017,5043,92978,37675,0,4225,1127,403,4845,43,1797
7/13/2017,4967,93773,38750,0,4247,970,432,4725,42,1740
7/14/2017,2818,94827,40960,0,4252,540,477,5043,32,1918
7/15/2017,2982,95460,38180,0,4100,502,457,4520,35,1833
7/16/2017,2877,94020,35743,0,4057,563,447,4432,22,1717
7/17/2017,3005,94240,55855,0,4477,563,528,5278,213,1933
7/18/2017,1652,95905,59232,0,4493,257,458,5080,600,1902
7/19/2017,1855,96148,41995,0,4118,287,443,4633,77,1728
7/20/2017,1705,94605,39210,0,3980,245,463,4705,60,1763
7/21/2017,1688,93407,38958,0,3708,223,467,4498,33,1670
7/22/2017,1468,95333,37653,0,3415,250,420,4315,62,1597
7/23/2017,1645,95535,38470,0,4158,285,437,4462,57,1818
7/24/2017,1598,94095,40757,0,3622,277,498,4895,33,1698
7/25/2017,1710,95710,45238,0,3900,287,493,5277,43,1702
7/26/2017,1835,94933,40588,0,3757,280,558,4748,38,1675
7/27/2017,1698,91917,37677,0,3707,292,462,4568,37,1630
7/28/2017,1830,94932,39405,0,4377,272,453,4832,47,1907
7/29/2017,1630,96705,37393,0,4463,258,343,4743,55,2005
7/30/2017,1673,96177,38660,0,4687,280,353,4748,60,2112
7/31/2017,1653,93567,40955,0,4555,250,447,4923,48,2128
8/1/2017,3245,98082,41007,0,4792,305,422,4877,58,2073
8/2/2017,1848,96802,40875,0,5178,230,388,5180,70,2248
8/3/2017,1518,87465,36555,0,4473,252,313,4840,67,1843
8/4/2017,1725,82523,37982,0,4852,247,265,4830,68,1982
8/5/2017,1532,83712,38157,0,4388,257,303,4538,40,1777
8/6/2017,1483,83310,34215,0,4245,230,242,4527,50,1808
8/7/2017,1433,81275,37055,0,4095,243,315,4837,68,1710
8/8/2017,1543,82263,37640,0,4337,273,293,4828,48,1802
8/9/2017,1488,80388,36125,0,4645,243,290,4713,38,1983
8/10/2017,2645,80182,67513,0,5987,435,312,13930,88,2772
8/11/2017,2268,81380,62643,0,5187,370,303,9277,57,2382
8/12/2017,2032,83237,43087,0,5213,292,330,6060,60,2275
8/13/2017,1938,83087,38200,0,4925,348,278,5610,75,2265
8/14/2017,1442,78182,36052,0,4035,243,280,4705,53,1873
8/15/2017,1668,82397,35490,0,4287,258,283,4738,40,1953
8/16/2017,1700,79545,34000,0,4065,257,270,4728,55,1852
8/17/2017,1923,78573,36813,0,4158,272,288,5047,40,1917
8/18/2017,1863,79717,37602,0,4365,297,237,4613,42,1847
8/19/2017,2078,81325,34788,0,4710,260,228,4745,55,2032
8/20/2017,1922,81107,30157,0,4973,277,273,4797,43,2187
8/21/2017,1403,73468,28597,0,3835,218,232,3975,27,1697
8/22/2017,1197,76955,29155,0,3425,218,265,3913,23,1412
8/23/2017,1293,77640,33377,0,4250,240,268,4443,33,1970
8/24/2017,1773,79747,37273,0,5915,278,220,4967,22,2415
8/25/2017,1600,73858,35760,0,4977,302,223,4798,678,2087
8/26/2017,1567,77382,37598,0,3968,237,257,4493,222,1680
8/27/2017,1527,75558,39798,0,3872,265,268,4528,60,1670
8/28/2017,1493,74685,36293,0,3590,240,292,4102,50,1595
8/29/2017,1510,75610,39548,0,3438,243,237,4290,38,1390
8/30/2017,1718,75743,38318,0,3308,275,257,4327,32,1457
8/31/2017,1730,74675,37595,0,3688,237,262,4088,32,1448
9/1/2017,1477,74865,36642,0,4285,222,227,4333,35,1733
9/2/2017,1637,78630,41058,0,4198,285,287,4765,47,1777
9/3/2017,1645,81025,43340,0,3977,298,315,5080,43,1705
9/4/2017,1597,81423,46618,0,3942,270,330,5355,27,1788
9/5/2017,1388,73775,37267,0,3445,268,242,4167,20,1447
9/6/2017,1535,71638,35570,0,4205,282,228,4075,23,1763
9/7/2017,1773,70925,34805,0,5280,318,233,4043,20,2032
9/8/2017,4033,70695,42047,0,11617,585,245,6023,25,4337
9/9/2017,2730,72755,45460,0,4710,438,273,6213,30,2063
9/10/2017,2520,72878,48480,0,5970,397,342,6993,32,2697
9/11/2017,1950,68335,39478,0,4668,305,302,5322,23,2137
9/12/2017,1935,72647,37825,0,4575,283,283,5160,8,2085
9/13/2017,2082,77930,40672,0,5518,348,285,5323,17,2598
9/14/2017,2138,75743,41277,0,5132,322,240,5602,30,2533
9/15/2017,2357,77783,40155,0,5123,393,343,5553,32,2313
9/16/2017,2775,80880,43310,0,5323,622,303,6240,35,2523
9/17/2017,2518,81842,47600,0,5987,408,363,6747,27,2813
9/18/2017,2528,75802,48710,0,5783,392,327,6057,23,2717
9/19/2017,2055,78167,39717,0,4918,370,323,5212,22,2323
9/20/2017,2005,82160,40957,0,4208,315,403,4960,13,1945
9/21/2017,2150,77147,37565,0,4008,333,357,4843,22,1753
9/22/2017,2303,74855,38583,0,4353,393,365,5203,120,1850
9/23/2017,2500,80193,48645,0,4680,412,463,5985,527,1952
9/24/2017,2662,76213,47807,0,5532,390,490,6533,212,2255
9/25/2017,2070,68357,39147,0,5235,353,392,5515,168,2002
9/26/2017,2332,66350,40460,0,5015,410,397,6333,85,2027
9/27/2017,2057,64725,36622,0,4280,320,352,5322,52,1777
9/28/2017,2085,63143,35633,0,4515,338,325,5003,77,1830
9/29/2017,2028,65708,37962,0,4192,318,390,4895,248,1668
9/30/2017,1958,68953,44028,0,4705,333,473,5428,135,1962
10/1/2017,2345,68248,50820,0,5207,388,510,6542,72,2218
10/2/2017,2790,60622,39965,0,4238,540,462,5143,47,1800
10/3/2017,4457,59132,38690,0,4245,685,420,4612,43,1703
10/4/2017,4615,59215,39068,0,4773,787,413,4760,52,1838
10/5/2017,4335,57425,37712,0,4333,713,433,4575,50,1758
10/6/2017,4558,57565,38615,0,4035,700,372,4583,45,1625
10/7/2017,4915,63100,47103,0,4578,800,450,5613,43,1770
10/8/2017,5285,63793,51363,0,5008,840,495,6297,47,2132
10/9/2017,4667,62452,46493,0,4717,773,450,5720,48,1917
10/10/2017,3893,58567,42522,0,4105,688,402,5072,32,1727
10/11/2017,3830,54820,37108,0,4295,608,383,4738,43,1662
10/12/2017,4187,52472,38793,0,3910,713,465,4873,43,1578
10/13/2017,5293,53488,42753,0,8147,807,452,5662,20,3130
10/14/2017,5787,55772,50142,0,8620,1072,485,6377,35,3250
10/15/2017,6608,58190,55430,0,12265,1153,627,7275,42,4380
10/16/2017,7358,81128,55792,0,27617,1447,1055,8993,30,10347
10/17/2017,5617,185612,51055,0,16518,1003,1090,7453,623,6467
10/18/2017,3683,108080,47178,0,5355,580,717,5917,100,2160
10/19/2017,3708,53568,47378,0,4603,585,528,5420,48,1765
10/20/2017,4103,52212,45740,0,4578,658,522,5538,47,1762
10/21/2017,4458,53995,48143,0,4893,620,608,5670,50,1855
10/22/2017,4642,55690,56447,0,4987,655,607,6750,32,1997
10/23/2017,3752,52262,48472,0,4865,597,565,5708,43,1937
10/24/2017,3362,51732,44817,0,4562,528,570,5197,40,1763
10/25/2017,3015,48775,49513,0,4043,493,545,5567,173,1597
10/26/2017,3358,50783,46067,0,3612,500,452,5312,175,1397
10/27/2017,3218,49563,46370,0,3297,498,482,4767,50,1303
10/28/2017,3177,104347,47348,0,4473,552,848,5638,48,1727
10/29/2017,4265,3321598,54213,0,6343,880,14833,6553,37,2458
10/30/2017,44022,1977028,48318,0,4900,727,9178,5623,43,1928
10/31/2017,41400,770592,41777,0,3817,560,4107,4755,23,1465
11/1/2017,33047,469390,42513,0,4572,612,2665,5378,30,1712
11/2/2017,29237,328205,50203,0,5237,713,2065,6657,33,2047
11/3/2017,29653,317393,60592,0,5755,953,1990,8608,67,2297
11/4/2017,24610,410858,68118,0,6957,890,2318,8782,77,2678
11/5/2017,20978,201127,68897,0,7052,1003,1368,9177,38,2778
11/6/2017,15417,90300,57148,0,5735,708,790,7730,38,2202
11/7/2017,12993,48313,56142,0,5585,688,533,7015,32,2102
11/8/2017,10707,48195,49760,0,5520,612,590,6720,52,2185
11/9/2017,11075,48278,51587,0,6792,750,590,6953,42,2673
11/10/2017,16400,56157,64715,0,9188,972,688,9743,52,3385
11/11/2017,15357,104472,68298,0,9740,1023,907,9813,52,3483
11/12/2017,14088,109248,70163,0,10990,1197,1030,10213,57,4075
11/13/2017,10680,105900,60660,0,8582,885,915,8577,17,3327
11/14/2017,12323,91108,61767,0,11020,900,843,9100,40,4215
11/15/2017,13153,93570,67770,0,11670,1117,918,9715,38,4583
11/16/2017,12430,98830,72843,0,10335,1010,902,8878,32,3992
11/17/2017,7928,92248,86338,0,15827,1017,947,9410,40,5750
11/18/2017,12097,156097,88065,0,15777,1860,1267,11368,58,5865
11/19/2017,10292,144498,81175,0,12155,1667,1178,11630,42,4895
11/20/2017,8470,122943,77202,0,10227,1457,1278,10585,33,4468
11/21/2017,8340,110855,66558,0,11133,1452,1113,10398,38,4957
11/22/2017,9497,127332,75412,0,13457,1593,1147,12823,43,5978
11/23/2017,18538,216375,96355,0,41237,3958,2227,17437,40,18323
11/24/2017,19982,624482,114198,0,33622,3037,5810,17605,65,13942
11/25/2017,7957,406248,84622,0,8312,912,3037,10965,88,3178
11/26/2017,5772,177502,74347,0,6288,745,1410,9165,55,2545
11/27/2017,7185,118055,77235,0,8340,767,1078,9945,47,3198
11/28/2017,5675,94255,58977,0,6827,635,880,7197,43,2417
11/29/2017,4312,48133,56340,0,6562,530,662,6457,57,2338
11/30/2017,4748,45370,53222,0,5577,502,592,5890,52,1897
12/1/2017,6107,45420,56080,0,6870,595,537,6618,55,2318
12/2/2017,6190,56973,73812,0,7468,690,653,7850,50,2577
12/3/2017,6153,62135,75950,0,7678,728,795,8652,40,2748
12/4/2017,5220,57343,59558,0,6490,552,700,7140,22,2260
12/5/2017,4562,53755,52548,0,6008,548,632,6452,40,2123
12/6/2017,5145,49737,52632,0,6877,640,600,6633,33,2465
12/7/2017,5120,47278,50495,0,6592,547,555,6097,35,2368
12/8/2017,4720,47065,52252,0,6210,508,577,6090,33,2200
12/9/2017,5088,48353,61668,0,6895,623,683,7075,50,2320
12/10/2017,5595,51457,69825,0,7818,675,662,8223,38,2673
12/11/2017,4842,48268,57130,0,7257,537,573,7097,22,2587
12/12/2017,5608,47908,52795,0,7478,633,608,6718,32,2495
12/13/2017,6420,69290,52782,0,7172,630,907,6475,25,2240
12/14/2017,6447,66720,51208,0,7138,578,743,6192,32,2255
12/15/2017,3625,58242,52583,0,4913,440,712,5902,25,1735
12/16/2017,3955,62047,61090,0,5907,598,700,6945,38,2075
12/17/2017,4252,62322,62690,0,5582,683,772,7613,32,1997
12/18/2017,3878,56102,56895,0,5273,565,638,7092,25,1945
12/19/2017,3712,54903,53270,0,5282,547,642,6578,45,1942
12/20/2017,3893,51610,53260,0,5243,542,605,6570,28,1938
12/21/2017,3597,49177,54508,0,5107,528,578,6785,43,1915
12/22/2017,3647,51042,55992,0,4575,580,562,6762,28,1723
12/23/2017,3612,52432,62155,0,4553,558,665,6840,47,1768
12/24/2017,3628,47420,56262,0,5075,622,583,6918,70,1830
12/25/2017,5893,56062,86928,0,6822,968,930,12687,132,2582
12/26/2017,7770,98283,112953,0,10085,1262,1420,15980,65,4012
12/27/2017,6430,148223,97652,0,9052,1108,1597,13828,60,3765
12/28/2017,5445,138618,82425,0,7448,897,1340,11203,55,3175
12/29/2017,5187,125532,77503,0,7390,875,1240,10852,48,3120
12/30/2017,5155,114623,73738,0,7152,770,1027,9883,45,3052
12/31/2017,4425,57245,66902,0,5025,792,682,8703,37,2227
1/1/2018,3635,51353,64795,0,4822,530,570,7382,43,2125
1/2/2018,4247,59237,68577,0,4903,655,803,8657,33,2243
1/3/2018,10050,56575,64770,0,4833,613,728,7808,35,2153
1/4/2018,4428,56793,68497,0,5177,612,770,8438,40,2295
1/5/2018,5590,53035,67607,0,7185,660,775,8520,35,2945
1/6/2018,5428,56045,68998,0,6178,717,788,8273,38,2592
1/7/2018,6302,56697,68818,0,6177,715,722,8918,30,2662
1/8/2018,3787,50615,58255,0,5117,597,740,7347,28,2130
1/9/2018,10560,48148,52890,0,4995,592,532,6563,28,2158
1/10/2018,5680,48603,51905,0,4737,493,595,6422,33,2052
1/11/2018,12053,34707,50318,0,4682,530,480,5923,27,1827
1/12/2018,9047,30338,52753,0,3748,460,447,5802,20,1562
1/13/2018,5172,32863,62955,0,4100,492,477,7068,35,1720
1/14/2018,12842,36930,66485,0,4790,678,538,7662,25,2003
1/15/2018,7802,33413,71158,0,4562,583,545,7902,25,1992
1/16/2018,19415,30615,61347,0,3533,605,442,6720,20,1507
1/17/2018,16820,30283,123573,0,3317,520,417,6783,18,1473
1/18/2018,16188,29978,97728,0,3505,508,373,6132,23,1470
1/19/2018,6777,35250,52622,0,3845,402,392,5657,2718,1520
1/20/2018,22210,36528,63862,0,4192,618,410,6732,503,1617
1/21/2018,10927,39705,64860,0,4658,538,492,7267,185,1887
1/22/2018,13592,36450,53688,0,3907,475,407,5528,227,1572
1/23/2018,2422,31855,50458,0,4110,302,440,5062,102,1637
1/24/2018,2397,28362,50702,0,4602,343,403,5100,72,1835
1/25/2018,2545,32540,63208,0,3978,353,370,5068,138,1500
1/26/2018,2340,30028,80913,0,3498,280,387,5058,77,1333
1/27/2018,2102,29925,59772,0,3757,260,413,5837,55,1530
1/28/2018,2248,32647,66488,0,4627,250,498,6470,58,1888
1/29/2018,2448,28785,53982,0,4142,330,405,5433,47,1682
1/30/2018,2492,27972,49597,0,3648,348,380,4698,40,1485
1/31/2018,2258,26528,48673,0,3410,265,388,4555,47,1372
2/1/2018,2423,26440,48230,0,3125,327,328,4592,50,1253
2/2/2018,2428,24577,46778,0,3273,330,390,4562,20,1343
2/3/2018,2742,28328,56858,0,3845,345,385,5498,62,1547
2/4/2018,3018,31107,62503,0,4272,382,427,6217,57,1812
2/5/2018,2348,31970,49618,0,3422,325,435,5100,32,1417
2/6/2018,48918,72332,51367,0,3285,378,635,4892,30,1317
2/7/2018,58217,76898,52468,0,3160,412,640,5028,55,1312
2/8/2018,46810,74655,50520,0,3168,483,602,4748,47,1238
2/9/2018,35843,79263,51523,0,3018,488,700,4602,38,1208
2/10/2018,37687,86460,87857,0,3205,585,787,5892,48,1343
2/11/2018,37712,91085,123842,0,4177,573,918,7138,50,1757
2/12/2018,29307,79407,59343,0,3448,473,732,5478,25,1390
2/13/2018,22498,75057,131892,0,3305,377,648,5118,22,1273
2/14/2018,19822,71648,42778,0,2962,363,585,4010,23,1100
2/15/2018,21492,71587,43078,0,3180,798,572,4177,32,1230
2/16/2018,21090,81463,48940,0,3455,770,658,4873,33,1317
2/17/2018,33022,85313,57578,0,3663,907,783,5557,45,1363
2/18/2018,26762,87385,62000,0,4058,900,772,6392,42,1642
2/19/2018,20923,86643,63547,0,4758,842,832,6380,43,1913
2/20/2018,22303,80798,53603,0,4257,813,753,5393,23,1572
2/21/2018,20132,79288,49890,0,3443,777,738,4765,33,1297
2/22/2018,16970,80212,53118,0,3768,768,742,5507,30,1447
2/23/2018,19638,83435,50995,0,3550,672,708,5077,28,1200
2/24/2018,18863,89052,57222,0,3967,887,918,6105,57,1518
2/25/2018,15430,91788,63353,0,4298,775,1060,6723,43,1822
2/26/2018,13580,83335,52352,0,4183,703,875,5967,45,1682
2/27/2018,13632,78933,46978,0,3552,702,783,5140,45,1460
2/28/2018,16153,80650,45823,0,3493,682,840,4835,40,1370
3/1/2018,11098,81125,46532,0,3347,432,803,5053,28,1297
3/2/2018,13393,82348,48217,0,4055,512,818,5138,32,1527
3/3/2018,10953,83433,54407,0,3970,432,783,5742,38,1563
3/4/2018,13393,87213,58643,0,4565,563,967,6328,33,1700
3/5/2018,9867,78787,48518,0,3628,395,833,5393,25,1477
3/6/2018,11113,79328,48038,0,3643,465,775,5305,1100,1418
3/7/2018,11638,81645,47765,0,3638,552,765,5562,187,1455
3/8/2018,10545,79367,45357,0,4403,703,773,5393,70,1815
3/9/2018,13157,79903,47025,0,4023,648,783,5510,67,1487
3/10/2018,12528,84970,55308,0,3853,640,880,6260,75,1407
3/11/2018,13960,89715,60113,0,4577,762,1032,7135,58,1758
3/12/2018,11608,80020,59205,0,3920,678,845,5698,45,1547
3/13/2018,9152,80147,66988,0,3500,597,898,5855,25,1268
3/14/2018,9022,77557,77413,0,3387,515,777,6038,55,1350
3/15/2018,7973,77050,79483,0,3153,483,802,5980,25,1188
3/16/2018,60672,85062,83078,0,3157,540,827,6088,48,1213
3/17/2018,57683,86025,93385,0,3327,555,835,6698,45,1215
3/18/2018,44465,85095,98163,0,3580,668,870,7333,35,1332
3/19/2018,36290,79242,85858,0,3673,488,735,6415,37,1422
3/20/2018,31715,79457,82948,0,3515,488,732,5987,25,1307
3/21/2018,29655,82402,97630,0,3277,572,838,6527,42,1277
3/22/2018,29363,79335,96207,0,3572,543,780,6553,43,1282
3/23/2018,23585,75257,106817,0,3543,563,710,6665,32,1295
3/24/2018,20703,80903,121882,0,3048,535,765,7577,43,1130
3/25/2018,20608,83130,111052,0,3563,620,865,7850,23,1400
3/26/2018,18407,77192,115285,0,3927,538,822,7065,30,1643
3/27/2018,16555,76743,113328,0,3248,557,727,6870,30,1253
3/28/2018,15307,77808,99375,0,2957,503,727,6388,32,1098
3/29/2018,13263,79158,100647,0,2795,373,683,6058,33,1082
